CODE_ISO;GMDNR;GMDNAME;AREA_HA;X_CNTR;Y_CNTR;ACODE;AKAT;ANAME;E_CNTR;N_CNTR
CH;5430;Marchissy;1198;508500;149200;T_6621;4;Genève (CH);2508500;1149200
CH;5431;Mollens (VD);1099;517100;159000;5586;4;Lausanne;2517100;1159000
CH;5434;Saint-George;1231;509600;152100;T_6621;4;Genève (CH);2509600;1152100
CH;544;Moosseedorf;638;603300;207200;351;2;Bern;2603300;1207200
CH;546;Münchenbuchsee;881;600900;207800;351;4;Bern;2600900;1207800
CH;5471;Bettens;374;534000;164400;5586;4;Lausanne;2534000;1164400
CH;5472;Bournens;391;532900;161800;5586;4;Lausanne;2532900;1161800
CH;5473;Boussens;316;534400;161700;5586;4;Lausanne;2534400;1161700
CH;5474;La Chaux (Cossonay);674;526000;163400;5586;4;Lausanne;2526000;1163400
CH;5475;Chavannes-le-Veyron;264;524300;162100;5586;4;Lausanne;2524300;1162100
CH;5476;Chevilly;389;526300;166200;5586;4;Lausanne;2526300;1166200
CH;5477;Cossonay;828;528700;162900;5586;4;Lausanne;2528700;1162900
CH;5478;Cottens (VD);235;524600;158500;5586;4;Lausanne;2524600;1158500
CH;5479;Cuarnens;713;523400;164300;5586;4;Lausanne;2523400;1164300
CH;5480;Daillens;552;531800;163600;5586;4;Lausanne;2531800;1163600
CH;5481;Dizy;304;527800;165300;5586;4;Lausanne;2527800;1165300
CH;5482;Eclépens;580;530100;167200;5586;4;Lausanne;2530100;1167200
CH;5483;Ferreyres;316;527000;167900;5586;4;Lausanne;2527000;1167900
CH;5484;Gollion;545;528700;159800;5586;4;Lausanne;2528700;1159800
CH;5485;Grancy;567;525400;160600;5586;4;Lausanne;2525400;1160600
CH;5486;L'Isle;1622;521300;163000;5586;4;Lausanne;2521300;1163000
CH;5487;Lussery-Villars;374;530100;164800;5586;4;Lausanne;2530100;1164800
CH;5488;Mauraz;50;522300;162000;5586;4;Lausanne;2522300;1162000
CH;5489;Mex (VD);283;532000;158900;5586;4;Lausanne;2532000;1158900
CH;5492;Montricher;2602;518700;161500;5586;4;Lausanne;2518700;1161500
CH;5493;Orny;555;530200;168900;5586;4;Lausanne;2530200;1168900
CH;5494;Pampigny;1109;522500;159300;5586;4;Lausanne;2522500;1159300
CH;5495;Penthalaz;387;530200;162900;5586;4;Lausanne;2530200;1162900
CH;5496;Penthaz;384;531000;161400;5586;4;Lausanne;2531000;1161400
CH;5498;La Sarraz;770;529100;167800;5586;4;Lausanne;2529100;1167800
CH;5499;Senarclens;397;527200;161500;5586;4;Lausanne;2527200;1161500
CH;55;Eglisau;906;681600;269900;261;4;Zürich;2681600;1269900
CH;5500;Sévery;238;523300;158700;5586;4;Lausanne;2523300;1158700
CH;5501;Sullens;391;533100;160600;5586;4;Lausanne;2533100;1160600
CH;5503;Vufflens-la-Ville;538;531100;158900;5586;4;Lausanne;2531100;1158900
CH;551;Urtenen-Schönbühl;719;604500;208500;351;2;Bern;2604500;1208500
CH;5511;Assens;534;537500;162700;5586;4;Lausanne;2537500;1162700
CH;5512;Bercher;427;544300;171400;5586;4;Lausanne;2544300;1171400
CH;5513;Bioley-Orjulaz;312;535700;163600;5586;4;Lausanne;2535700;1163600
CH;5514;Bottens;688;540300;163300;5586;4;Lausanne;2540300;1163300
CH;5515;Bretigny-sur-Morrens;287;538900;161100;5586;4;Lausanne;2538900;1161100
CH;5516;Cugy (VD);291;538800;159400;5586;4;Lausanne;2538800;1159400
CH;5518;Echallens;666;538400;165800;5586;4;Lausanne;2538400;1165800
CH;5521;Etagnières;378;536700;161300;5586;4;Lausanne;2536700;1161300
CH;5522;Fey;734;542200;169600;5586;4;Lausanne;2542200;1169600
CH;5523;Froideville;708;542100;161300;5586;4;Lausanne;2542100;1161300
CH;5527;Morrens (VD);367;537800;160300;5586;4;Lausanne;2537800;1160300
CH;5529;Oulens-sous-Echallens;587;534000;166000;5586;4;Lausanne;2534000;1166000
CH;553;Wiggiswil;144;602300;208800;351;4;Bern;2602300;1208800
CH;5531;Penthéréaz;568;536100;170400;5586;4;Lausanne;2536100;1170400
CH;5533;Poliez-Pittet;501;542000;164300;5586;4;Lausanne;2542000;1164300
CH;5534;Rueyres;200;542800;171700;5586;4;Lausanne;2542800;1171700
CH;5535;Saint-Barthélemy (VD);412;535800;165200;5586;4;Lausanne;2535800;1165200
CH;5537;Villars-le-Terroir;709;538800;167600;5586;4;Lausanne;2538800;1167600
CH;5539;Vuarrens;897;539500;170800;5586;4;Lausanne;2539500;1170800
CH;5540;Montilliez;1186;540700;165400;5586;4;Lausanne;2540700;1165400
CH;5541;Goumoëns;1069;536100;167800;5586;4;Lausanne;2536100;1167800
CH;5561;Grandson;785;539400;184400;5938;4;Yverdon-les-Bains;2539400;1184400
CH;557;Zuzwil (BE);347;602600;211100;351;4;Bern;2602600;1211100
CH;5581;Belmont-sur-Lausanne;265;541700;152400;5586;2;Lausanne;2541700;1152400
CH;5582;Cheseaux-sur-Lausanne;458;536100;159600;5586;4;Lausanne;2536100;1159600
CH;5583;Crissier;550;534000;156300;5586;2;Lausanne;2534000;1156300
CH;5584;Epalinges;458;541400;155700;5586;2;Lausanne;2541400;1155700
CH;5585;Jouxtens-Mézery;193;535600;156000;5586;2;Lausanne;2535600;1156000
CH;5586;Lausanne;4147;538200;152400;5586;1;Lausanne;2538200;1152400
CH;5587;Le Mont-sur-Lausanne;980;538400;156800;5586;2;Lausanne;2538400;1156800
CH;5588;Paudex;49;541000;150800;5586;2;Lausanne;2541000;1150800
CH;5589;Prilly;220;536100;154100;5586;2;Lausanne;2536100;1154100
CH;5590;Pully;589;540200;151300;5586;2;Lausanne;2540200;1151300
CH;5591;Renens (VD);295;534100;154400;5586;2;Lausanne;2534100;1154400
CH;5592;Romanel-sur-Lausanne;288;536000;157300;5586;2;Lausanne;2536000;1157300
CH;56;Embrach;1269;687100;262000;261;3;Zürich;2687100;1262000
CH;5601;Chexbres;215;549200;148100;5586;4;Lausanne;2549200;1148100
CH;5604;Forel (Lavaux);1851;548700;154600;5586;4;Lausanne;2548700;1154600
CH;5606;Lutry;850;542300;150500;5586;2;Lausanne;2542300;1150500
CH;5607;Puidoux;2286;549700;150200;5586;4;Lausanne;2549700;1150200
CH;5609;Rivaz;31;549300;147400;5586;4;Lausanne;2549300;1147400
CH;5610;Saint-Saphorin (Lavaux);89;550600;147100;5586;4;Lausanne;2550600;1147100
CH;5611;Savigny;1601;545800;154400;5586;4;Lausanne;2545800;1154400
CH;5613;Bourg-en-Lavaux;965;544500;149500;5586;4;Lausanne;2544500;1149500
CH;5621;Aclens;390;528800;157800;5586;4;Lausanne;2528800;1157800
CH;5622;Bremblens;291;529400;155400;5586;4;Lausanne;2529400;1155400
CH;5624;Bussigny;481;532000;155800;5586;2;Lausanne;2532000;1155800
CH;5625;Bussy-Chardonney;307;523500;153600;5586;4;Lausanne;2523500;1153600
CH;5627;Chavannes-près-Renens;165;533500;153300;5586;2;Lausanne;2533500;1153300
CH;5628;Chigny;89;526200;152500;5586;2;Lausanne;2526200;1152500
CH;5629;Clarmont;102;524200;155600;5586;4;Lausanne;2524200;1155600
CH;5631;Denens;330;524700;152400;5586;4;Lausanne;2524700;1152400
CH;5632;Denges;166;531100;153000;5586;2;Lausanne;2531100;1153000
CH;5633;Echandens;388;531100;154000;5586;2;Lausanne;2531100;1154000
CH;5634;Echichens;1327;527900;153200;5586;4;Lausanne;2527900;1153200
CH;5635;Ecublens (VD);572;533000;153500;5586;2;Lausanne;2533000;1153500
CH;5638;Lonay;372;529600;153300;5586;2;Lausanne;2529600;1153300
CH;5639;Lully (VD);205;525300;150900;5586;4;Lausanne;2525300;1150900
CH;5640;Lussy-sur-Morges;234;524100;150800;5586;4;Lausanne;2524100;1150800
CH;5642;Morges;383;528100;152000;5586;2;Lausanne;2528100;1152000
CH;5643;Préverenges;187;530100;152200;5586;2;Lausanne;2530100;1152200
CH;5644;Reverolle;118;523300;155000;5586;4;Lausanne;2523300;1155000
CH;5645;Romanel-sur-Morges;176;528800;156500;5586;4;Lausanne;2528800;1156500
CH;5646;Saint-Prex;554;524600;148300;5586;4;Lausanne;2524600;1148300
CH;5648;Saint-Sulpice (VD);186;532400;151400;5586;2;Lausanne;2532400;1151400
CH;5649;Tolochenaz;159;526000;150900;5586;2;Lausanne;2526000;1150900
CH;5650;Vaux-sur-Morges;210;525200;154300;5586;4;Lausanne;2525200;1154300
CH;5651;Villars-Sainte-Croix;165;532800;157800;5586;2;Lausanne;2532800;1157800
CH;5652;Villars-sous-Yens;304;522600;151500;5586;4;Lausanne;2522600;1151500
CH;5653;Vufflens-le-Château;214;525700;153300;5586;4;Lausanne;2525700;1153300
CH;5654;Vullierens;684;526700;158400;5586;4;Lausanne;2526700;1158400
CH;5655;Yens;951;521700;152400;5586;4;Lausanne;2521700;1152400
CH;5661;Boulens;342;545000;170300;5586;4;Lausanne;2545000;1170300
CH;5663;Bussy-sur-Moudon;312;552000;170700;5586;4;Lausanne;2552000;1170700
CH;5665;Chavannes-sur-Moudon;515;551800;167600;5586;4;Lausanne;2551800;1167600
CH;5673;Hermenches;477;548000;165800;5586;4;Lausanne;2548000;1165800
CH;5680;Ogens;340;545300;173600;5586;4;Lausanne;2545300;1173600
CH;5684;Rossenges;108;549100;167300;5586;4;Lausanne;2549100;1167300
CH;5688;Syens;252;549500;166300;5586;4;Lausanne;2549500;1166300
CH;5692;Vucherens;328;549100;163700;5586;4;Lausanne;2549100;1163700
CH;5693;Montanaire;3350;547800;172700;5586;4;Lausanne;2547800;1172700
CH;57;Freienstein-Teufen;840;686300;265100;261;3;Zürich;2686300;1265100
CH;5701;Arnex-sur-Nyon;204;504000;136700;T_6621;4;Genève (CH);2504000;1136700
CH;5702;Arzier-Le Muids;5190;505500;146100;T_6621;4;Genève (CH);2505500;1146100
CH;5703;Bassins;2077;507400;146600;T_6621;4;Genève (CH);2507400;1146600
CH;5704;Begnins;479;508700;144000;T_6621;4;Genève (CH);2508700;1144000
CH;5705;Bogis-Bossey;245;502100;134400;T_6621;3;Genève (CH);2502100;1134400
CH;5706;Borex;199;502900;137200;T_6621;4;Genève (CH);2502900;1137200
CH;5707;Chavannes-de-Bogis;286;501700;133300;T_6621;3;Genève (CH);2501700;1133300
CH;5708;Chavannes-des-Bois;212;499400;130200;T_6621;4;Genève (CH);2499400;1130200
CH;5709;Chéserex;1058;502800;139600;T_6621;4;Genève (CH);2502800;1139600
CH;5710;Coinsins;291;507700;142100;T_6621;4;Genève (CH);2507700;1142100
CH;5711;Commugny;653;502600;130500;T_6621;3;Genève (CH);2502600;1130500
CH;5712;Coppet;187;504000;130300;T_6621;3;Genève (CH);2504000;1130300
CH;5713;Crans-près-Céligny;431;505000;134800;T_6621;4;Genève (CH);2505000;1134800
CH;5714;Crassier;203;501900;136700;T_6621;4;Genève (CH);2501900;1136700
CH;5715;Duillier;411;507300;140500;T_6621;4;Genève (CH);2507300;1140500
CH;5716;Eysins;238;505200;137400;T_6621;3;Genève (CH);2505200;1137400
CH;5717;Founex;479;504100;132100;T_6621;3;Genève (CH);2504100;1132100
CH;5718;Genolier;486;506100;143300;T_6621;4;Genève (CH);2506100;1143300
CH;5719;Gingins;1256;503100;140500;T_6621;4;Genève (CH);2503100;1140500
CH;572;Bönigen;1508;634900;170600;581;2;Interlaken;2634900;1170600
CH;5720;Givrins;396;504900;142700;T_6621;4;Genève (CH);2504900;1142700
CH;5721;Gland;832;509700;141700;T_6621;3;Genève (CH);2509700;1141700
CH;5722;Grens;255;504000;138800;T_6621;4;Genève (CH);2504000;1138800
CH;5723;Mies;345;502200;128800;T_6621;3;Genève (CH);2502200;1128800
CH;5724;Nyon;680;507700;137500;T_6621;3;Genève (CH);2507700;1137500
CH;5725;Prangins;609;508500;138800;T_6621;3;Genève (CH);2508500;1138800
CH;5726;La Rippe;1659;500900;137500;T_6621;4;Genève (CH);2500900;1137500
CH;5727;Saint-Cergue;2428;501600;144700;T_6621;4;Genève (CH);2501600;1144700
CH;5728;Signy-Avenex;194;504900;138400;T_6621;4;Genève (CH);2504900;1138400
CH;5729;Tannay;181;502800;129400;T_6621;3;Genève (CH);2502800;1129400
CH;5730;Trélex;577;505100;141200;T_6621;4;Genève (CH);2505100;1141200
CH;5731;Le Vaud;311;507500;148100;T_6621;4;Genève (CH);2507500;1148100
CH;5732;Vich;155;508700;142700;T_6621;3;Genève (CH);2508700;1142700
CH;5746;Bavois;935;533300;170700;5586;4;Lausanne;2533300;1170700
CH;5749;Chavornay;1928;533600;173100;5586;4;Lausanne;2533600;1173100
CH;575;Därligen;693;628300;167900;581;4;Interlaken;2628300;1167900
CH;5752;Croy;448;526400;171900;5586;4;Lausanne;2526400;1171900
CH;5785;Corcelles-le-Jorat;794;546600;162000;5586;4;Lausanne;2546600;1162000
CH;5788;Essertes;166;550200;157000;5586;4;Lausanne;2550200;1157000
CH;5790;Maracon;438;556500;155600;5586;4;Lausanne;2556500;1155600
CH;5792;Montpreveyres;412;546500;159200;5586;4;Lausanne;2546500;1159200
CH;5798;Ropraz;481;547400;162800;5586;4;Lausanne;2547400;1162800
CH;5799;Servion;632;549800;158500;5586;4;Lausanne;2549800;1158500
CH;58;Glattfelden;1229;680000;268000;261;4;Zürich;2680000;1268000
CH;5803;Vulliens;663;550500;163500;5586;4;Lausanne;2550500;1163500
CH;5804;Jorat-Menthue;1765;543700;164100;5586;4;Lausanne;2543700;1164100
CH;5805;Oron;2462;553100;158000;5586;4;Lausanne;2553100;1158000
CH;5806;Jorat-Mézières;1108;549200;161800;5586;4;Lausanne;2549200;1161800
CH;581;Interlaken;427;632000;170300;581;1;Interlaken;2632000;1170300
CH;5816;Corcelles-près-Payerne;1211;563600;186800;95822;6;Payerne;2563600;1186800
CH;5822;Payerne;2418;561700;185700;95822;6;Payerne;2561700;1185700
CH;5852;Bursinel;178;512800;143700;T_6621;4;Genève (CH);2512800;1143700
CH;5853;Bursins;337;511800;145100;T_6621;4;Genève (CH);2511800;1145100
CH;5855;Dully;165;512300;143000;T_6621;4;Genève (CH);2512300;1143000
CH;5857;Gilly;776;512300;145800;T_6621;4;Genève (CH);2512300;1145800
CH;5858;Luins;267;510300;144000;T_6621;4;Genève (CH);2510300;1144000
CH;5859;Mont-sur-Rolle;386;515400;147200;T_6621;4;Genève (CH);2515400;1147200
CH;5861;Rolle;276;515300;145800;T_6621;4;Genève (CH);2515300;1145800
CH;5863;Vinzel;110;510900;144600;T_6621;4;Genève (CH);2510900;1144600
CH;587;Matten bei Interlaken;591;632800;169700;581;2;Interlaken;2632800;1169700
CH;588;Niederried bei Interlaken;428;637600;174200;581;4;Interlaken;2637600;1174200
CH;5881;Blonay;1607;558200;146000;5890;2;Vevey – Montreux;2558200;1146000
CH;5882;Chardonne;1034;553000;147500;5890;2;Vevey – Montreux;2553000;1147500
CH;5883;Corseaux;107;552900;147000;5890;2;Vevey – Montreux;2552900;1147000
CH;5884;Corsier-sur-Vevey;674;554200;146700;5890;2;Vevey – Montreux;2554200;1146700
CH;5885;Jongny;216;554300;147800;5890;2;Vevey – Montreux;2554300;1147800
CH;5886;Montreux;3345;559500;142800;5890;1;Vevey – Montreux;2559500;1142800
CH;5888;Saint-Légier-La Chiésaz;1517;557100;146800;5890;2;Vevey – Montreux;2557100;1146800
CH;5889;La Tour-de-Peilz;328;555600;144800;5890;2;Vevey – Montreux;2555600;1144800
CH;5890;Vevey;241;554400;145700;5890;1;Vevey – Montreux;2554400;1145700
CH;5891;Veytaux;677;560700;141100;5890;2;Vevey – Montreux;2560700;1141100
CH;59;Hochfelden;617;681200;264100;261;4;Zürich;2681200;1264100
CH;590;Ringgenberg (BE);873;635000;172400;581;4;Interlaken;2635000;1172400
CH;5903;Bioley-Magnoux;429;544400;175300;5586;4;Lausanne;2544400;1175300
CH;5904;Chamblon;286;536400;181200;5938;4;Yverdon-les-Bains;2536400;1181200
CH;5905;Champvent;903;533800;181700;5938;4;Yverdon-les-Bains;2533800;1181700
CH;5909;Cheseaux-Noréaz;590;541400;181100;5938;2;Yverdon-les-Bains;2541400;1181100
CH;591;Saxeten;1938;630100;165100;581;4;Interlaken;2630100;1165100
CH;5922;Montagny-près-Yverdon;352;536900;182600;5938;2;Yverdon-les-Bains;2536900;1182600
CH;5924;Orges;402;535100;184400;5938;4;Yverdon-les-Bains;2535100;1184400
CH;5926;Pomy;562;541200;179000;5938;4;Yverdon-les-Bains;2541200;1179000
CH;593;Unterseen;1399;631200;170400;581;2;Interlaken;2631200;1170400
CH;5931;Treycovagnes;208;536600;180600;5938;4;Yverdon-les-Bains;2536600;1180600
CH;5933;Valeyres-sous-Montagny;228;536700;183400;5938;2;Yverdon-les-Bains;2536700;1183400
CH;5935;Villars-Epeney;86;543300;181400;5938;4;Yverdon-les-Bains;2543300;1181400
CH;5937;Vugelles-La Mothe;307;534300;186200;5938;4;Yverdon-les-Bains;2534300;1186200
CH;5938;Yverdon-les-Bains;1354;539000;181200;5938;1;Yverdon-les-Bains;2539000;1181200
CH;5939;Yvonand;1340;546900;183500;5938;4;Yverdon-les-Bains;2546900;1183500
CH;594;Wilderswil;1319;632600;168000;581;4;Interlaken;2632600;1168000
CH;60;Höri;479;680600;262400;261;3;Zürich;2680600;1262400
CH;6002;Brig-Glis;3766;642400;129600;6002;1;Brig – Visp;2642400;1129600
CH;6004;Eggerberg;605;634000;128900;6002;4;Brig – Visp;2634000;1128900
CH;6007;Naters;14722;642300;130700;6002;2;Brig – Visp;2642300;1130700
CH;6008;Ried-Brig;4757;644500;129500;6002;4;Brig – Visp;2644500;1129500
CH;6010;Termen;1865;645000;131000;6002;4;Brig – Visp;2645000;1131000
CH;6011;Zwischbergen;8603;654200;116200;6002;4;Brig – Visp;2654200;1116200
CH;6021;Ardon;2039;586000;117800;6266;3;Sion;2586000;1117800
CH;6023;Conthey;8495;589700;119900;6266;3;Sion;2589700;1119900
CH;6024;Nendaz;8596;589700;115200;6266;4;Sion;2589700;1115200
CH;6025;Vétroz;1043;587900;119400;6266;3;Sion;2587900;1119400
CH;603;Biglen;359;614400;197300;351;4;Bern;2614400;1197300
CH;608;Grosshöchstetten;693;615200;195100;351;4;Bern;2615200;1195100
CH;6082;Ayent;5527;597600;125000;6266;4;Sion;2597600;1125000
CH;6084;Hérémence;10746;597400;114300;6266;4;Sion;2597400;1114300
CH;6087;Saint-Martin (VS);3700;600400;113500;6266;4;Sion;2600400;1113500
CH;6089;Vex;1305;596800;117800;6266;4;Sion;2596800;1117800
CH;609;Häutligen;307;612700;189600;351;4;Bern;2612700;1189600
CH;6090;Mont-Noble;4345;599200;119700;6266;4;Sion;2599200;1119700
CH;61;Hüntwangen;491;679200;272200;261;4;Zürich;2679200;1272200
CH;610;Herbligen;276;612800;186400;351;4;Bern;2612800;1186400
CH;611;Kiesen;469;611000;185400;351;4;Bern;2611000;1185400
CH;612;Konolfingen;1277;613900;192000;351;4;Bern;2613900;1192000
CH;6131;Bovernier;1307;572800;103200;6136;4;Martigny;2572800;1103200
CH;6136;Martigny;2500;571500;105300;6136;1;Martigny;2571500;1105300
CH;6137;Martigny-Combe;3741;569000;105000;6136;2;Martigny;2569000;1105000
CH;6152;Collombey-Muraz;2975;560600;125300;6153;2;Monthey;2560600;1125300
CH;6153;Monthey;2870;562300;122500;6153;1;Monthey;2562300;1122500
CH;6156;Troistorrents;3696;559800;119800;6153;2;Monthey;2559800;1119800
CH;616;Münsingen;1577;609400;191500;351;3;Bern;2609400;1191500
CH;617;Niederhünigen;542;615200;191800;351;4;Bern;2615200;1191800
CH;6172;Bister;581;648200;134500;6002;4;Brig – Visp;2648200;1134500
CH;6173;Bitsch;579;643900;132100;6002;4;Brig – Visp;2643900;1132100
CH;6177;Grengiols;5852;650400;135900;6002;4;Brig – Visp;2650400;1135900
CH;6191;Ausserberg;1501;631800;129300;6002;4;Brig – Visp;2631800;1129300
CH;6193;Bürchen;1342;628900;125900;6002;4;Brig – Visp;2628900;1125900
CH;6194;Eischoll;1409;626300;127000;6002;4;Brig – Visp;2626300;1127000
CH;6198;Niedergesteln;1763;626400;129200;6002;4;Brig – Visp;2626400;1129200
CH;6199;Raron;3037;627900;128900;6002;4;Brig – Visp;2627900;1128900
CH;62;Kloten;1927;686300;256300;261;2;Zürich;2686300;1256300
CH;6201;Unterbäch;2208;627800;126000;6002;4;Brig – Visp;2627800;1126000
CH;6203;Mörel-Filet;855;646700;134100;6002;4;Brig – Visp;2646700;1134100
CH;6215;Massongex;663;565400;121300;6153;4;Monthey;2565400;1121300
CH;622;Oppligen;340;612200;185600;351;4;Bern;2612200;1185600
CH;623;Rubigen;692;608200;194200;351;4;Bern;2608200;1194200
CH;6232;Chalais;2434;605300;123800;6248;4;Sierre;2605300;1123800
CH;6235;Chippis;197;608000;125300;6248;2;Sierre;2608000;1125300
CH;6238;Grône;2072;601300;122200;6266;4;Sion;2601300;1122200
CH;6239;Icogne;2482;600000;126600;6266;4;Sion;2600000;1126600
CH;6241;Miège;256;608300;129000;6248;2;Sierre;2608300;1129000
CH;6246;Saint-Léonard;389;598500;122500;6266;4;Sion;2598500;1122500
CH;6248;Sierre;1913;607300;127000;6248;1;Sierre;2607300;1127000
CH;6249;Venthône;250;607000;128400;6248;2;Sierre;2607000;1128400
CH;6250;Veyras;144;607600;127900;6248;2;Sierre;2607600;1127900
CH;6253;Crans-Montana;5966;604400;129400;96253;6;Crans-Montana;2604400;1129400
CH;6261;Arbaz;1923;595800;124600;6266;4;Sion;2595800;1124600
CH;6263;Grimisuat;445;595800;123200;6266;2;Sion;2595800;1123200
CH;6265;Savièse;7098;593000;122000;6266;2;Sion;2593000;1122000
CH;6266;Sion;3486;594000;120100;6266;1;Sion;2594000;1120100
CH;6267;Veysonnaz;114;592200;116100;6266;4;Sion;2592200;1116100
CH;627;Worb;2108;609500;197600;351;4;Bern;2609500;1197600
CH;628;Zäziwil;541;616900;194500;351;4;Bern;2616900;1194500
CH;6281;Baltschieder;3134;632800;128700;6002;2;Brig – Visp;2632800;1128700
CH;6282;Eisten;3800;635100;116600;6002;4;Brig – Visp;2635100;1116600
CH;6283;Embd;1339;630700;118300;6002;4;Brig – Visp;2630700;1118300
CH;6286;Lalden;130;635800;127700;6002;2;Brig – Visp;2635800;1127700
CH;6293;Stalden (VS);1051;633300;120300;6002;4;Brig – Visp;2633300;1120300
CH;6294;Staldenried;1427;634200;119900;6002;4;Brig – Visp;2634200;1119900
CH;6296;Törbel;1756;631800;120800;6002;4;Brig – Visp;2631800;1120800
CH;6297;Visp;1320;634300;126900;6002;1;Brig – Visp;2634300;1126900
CH;6298;Visperterminen;5163;635800;123100;6002;4;Brig – Visp;2635800;1123100
CH;6299;Zeneggen;756;632900;124700;6002;4;Brig – Visp;2632900;1124700
CH;63;Lufingen;518;687200;260500;261;4;Zürich;2687200;1260500
CH;630;Allmendingen;381;606600;195900;351;4;Bern;2606600;1195900
CH;6300;Zermatt;24291;623900;96500;96300;6;Zermatt;2623900;1096500
CH;632;Wichtrach;1160;610500;188700;351;4;Bern;2610500;1188700
CH;64;Nürensdorf;1004;691300;255800;261;4;Zürich;2691300;1255800
CH;6404;Boudry;1680;554300;200000;6458;4;Neuchâtel;2554300;1200000
CH;6407;Corcelles-Cormondrèche;485;556500;203700;6458;2;Neuchâtel;2556500;1203700
CH;6408;Cortaillod;373;554900;199200;6458;4;Neuchâtel;2554900;1199200
CH;6412;Peseux;341;558200;204200;6458;2;Neuchâtel;2558200;1204200
CH;6413;Rochefort;2585;552200;203200;6458;4;Neuchâtel;2552200;1203200
CH;6416;Milvignes;885;556000;201800;6458;4;Neuchâtel;2556000;1201800
CH;6421;La Chaux-de-Fonds;5571;553400;216900;T_6421;1;La Chaux-de-Fonds – Le Locle (CH);2553400;1216900
CH;6422;Les Planchettes;1173;549300;217500;T_6421;4;La Chaux-de-Fonds – Le Locle (CH);2549300;1217500
CH;6423;La Sagne;2555;551400;210000;T_6421;4;La Chaux-de-Fonds – Le Locle (CH);2551400;1210000
CH;6431;Les Brenets;1153;544300;213300;T_6421;4;La Chaux-de-Fonds – Le Locle (CH);2544300;1213300
CH;6434;Le Cerneux-Péquignot;1570;541200;207600;T_6421;4;La Chaux-de-Fonds – Le Locle (CH);2541200;1207600
CH;6435;La Chaux-du-Milieu;1731;544000;207200;T_6421;4;La Chaux-de-Fonds – Le Locle (CH);2544000;1207200
CH;6436;Le Locle;2313;547600;212000;T_6421;3;La Chaux-de-Fonds – Le Locle (CH);2547600;1212000
CH;6451;Cornaux;473;568200;209800;6458;4;Neuchâtel;2568200;1209800
CH;6452;Cressier (NE);857;569500;211200;6458;4;Neuchâtel;2569500;1211200
CH;6453;Enges;958;567600;211800;6458;4;Neuchâtel;2567600;1211800
CH;6454;Hauterive (NE);215;564500;207100;6458;2;Neuchâtel;2564500;1207100
CH;6455;Le Landeron;1031;571600;211600;6458;4;Neuchâtel;2571600;1211600
CH;6456;Lignières;1252;571600;214700;6458;4;Neuchâtel;2571600;1214700
CH;6458;Neuchâtel;1815;561300;204700;6458;1;Neuchâtel;2561300;1204700
CH;6459;Saint-Blaise;890;565600;207100;6458;2;Neuchâtel;2565600;1207100
CH;6461;La Tène;540;567200;206900;6458;2;Neuchâtel;2567200;1206900
CH;6485;Valangin;376;559500;207300;6458;4;Neuchâtel;2559500;1207300
CH;65;Oberembrach;1026;688900;260300;261;4;Zürich;2688900;1260300
CH;66;Opfikon;559;685900;254100;261;2;Zürich;2685900;1254100
CH;6601;Aire-la-Ville;293;492300;116400;T_6621;4;Genève (CH);2492300;1116400
CH;6602;Anières;877;506300;125700;T_6621;4;Genève (CH);2506300;1125700
CH;6603;Avully;462;489000;114200;T_6621;4;Genève (CH);2489000;1114200
CH;6604;Avusy;517;489600;111300;T_6621;4;Genève (CH);2489600;1111300
CH;6605;Bardonnex;500;497000;111800;T_6621;4;Genève (CH);2497000;1111800
CH;6606;Bellevue;635;501000;123500;T_6621;4;Genève (CH);2501000;1123500
CH;6607;Bernex;1295;494600;114700;T_6621;2;Genève (CH);2494600;1114700
CH;6608;Carouge (GE);270;499700;115600;T_6621;2;Genève (CH);2499700;1115600
CH;6609;Cartigny;438;490400;114600;T_6621;4;Genève (CH);2490400;1114600
CH;6610;Céligny;859;504300;134000;T_6621;4;Genève (CH);2504300;1134000
CH;6611;Chancy;538;486700;112000;T_6621;4;Genève (CH);2486700;1112000
CH;6612;Chêne-Bougeries;414;503400;117000;T_6621;2;Genève (CH);2503400;1117000
CH;6613;Chêne-Bourg;128;504000;116600;T_6621;2;Genève (CH);2504000;1116600
CH;6614;Choulex;391;506400;120000;T_6621;4;Genève (CH);2506400;1120000
CH;6615;Collex-Bossy;689;498400;125200;T_6621;4;Genève (CH);2498400;1125200
CH;6616;Collonge-Bellerive;1069;504400;121800;T_6621;2;Genève (CH);2504400;1121800
CH;6617;Cologny;743;503100;119200;T_6621;2;Genève (CH);2503100;1119200
CH;6618;Confignon;277;495500;114500;T_6621;2;Genève (CH);2495500;1114500
CH;6619;Corsier (GE);429;506400;124200;T_6621;4;Genève (CH);2506400;1124200
CH;662;Ferenbalm;913;582700;198800;351;4;Bern;2582700;1198800
CH;6620;Dardagny;860;488600;116900;T_6621;4;Genève (CH);2488600;1116900
CH;6621;Genève;1830;500000;117900;T_6621;1;Genève (CH);2500000;1117900
CH;6622;Genthod;530;501100;124600;T_6621;4;Genève (CH);2501100;1124600
CH;6623;Le Grand-Saconnex;438;498600;121100;T_6621;2;Genève (CH);2498600;1121100
CH;6624;Gy;329;508900;123000;T_6621;4;Genève (CH);2508900;1123000
CH;6625;Hermance;491;508000;128500;T_6621;4;Genève (CH);2508000;1128500
CH;6626;Jussy;1135;509500;121000;T_6621;4;Genève (CH);2509500;1121000
